Id,product_id,rating,review_title,review_text,timestamp,date,year,month,text_length,sentiment_label,ai_sentiment,ai_confidence,sentiment_score
36882,B0015TZAY6,3,Yum!,"These are so delicious. They have a light carmel flavor that really makes them stand out from the original flavor. These are a great healthy snack. The normal price is really not a good deal, but I purchased them when they were on special for around $20. That price, you can't beat.<br /><br />I give this three stars, just based on the price. It is 5 stars for flavor, but like 2 stars for how expensive they are (at least right now). Wait for them to go on sale!",1301616000,2011-04-01,2011,4,464,Neutral,Positive,0.9991,0.9991
317572,B00016AU58,5,Yogi Tea St John's Wort,"One of the best tasting teas I ever tried. A little bit chipper than in local Whole Foods store, quick delivery.",1243987200,2009-06-03,2009,6,112,Positive,Positive,0.9988,0.9988
525406,B001L498GQ,5,pasta review,"Honestly, this has to be one of the best pasta's I have ever had. And what a deal on these - Amazon rocks!! Try this ziti you will just love it.",1317859200,2011-10-06,2011,10,144,Positive,Positive,0.9998,0.9998
328153,B000LKVB6Q,1,Used to love these little boxes....,"I buy these religiously for my kids lunches...until today. From now on I will not buy these ever again. For a quick dinner tonight I put in a pizza and pull out 2 milk boxes for my boys. My youngest takes a sip and shakes his head dramatically. I don't think too much of it (he just turned 2 yesterday), then 10 minutes later he takes another sip with the same reaction. I take a sip out of curiosity and race to the sink to spit out the sludge/liquid rancid milk before I vomit. Now I'm anxiously waiting to see if he gets sick. I used to work in quality control and I now have no faith in Horizon's quality assurance/control practices. Never will I buy this again!",1251676800,2009-08-31,2009,8,666,Negative,Negative,0.99,-0.99
302026,B0048CHI9M,4,HANDY TO KEEP IN POCKET,"I was happy to find this item. I had a similar item for my Equal, but I have switched to Splenda because it doesn't lose its sweetness in hot beverages. This pocket dispenser is great, it dispenses one tablet with each press of the release button. The only reason for the 4 stars is that these tablets do NOT actually equate one tablet to a packet. It's more like 3 tablets are the equivalent of 2 Splenda packets. But all in all, I am happy with these dispensers for their convenience.",1326585600,2012-01-15,2012,1,486,Positive,Positive,0.9966,0.9966
349673,B002GWH6MA,1,Nothing like Earl Grey except  for the smell,"I bought some bulk Earl Grey tea from another Amazon supplier in the past (Frontier) that was rather pleasant. But this one was pure disappointment! It smelt good when you opened the bag but performed really poorly when you brewed it. Dark in color and bitter in taste with an almost no existence bergamot flavor! If you really appreciate a good Earl Grey I will advice you to pass on this one...It was cheap, I guess too cheap to be true. Lesson learned.",1329264000,2012-02-15,2012,2,455,Negative,Negative,0.999,-0.999
441402,B0012XCO76,5,fanfreakingtastic,I bought these to give away for Halloween and had over a hundred left so I tried some and they are fantastic. I never knew how good suckers could be. Buy some and you'll be satisfied. Organic in candy means it tastes cleaner. P.O. Thompson,1289260800,2010-11-09,2010,11,239,Positive,Positive,0.9987,0.9987
514641,B000LKXPEW,3,VERY SWEET,"I like the berry and lemon flavors of these better, the PB was soooo very sweet that I could only eat half with a cup of coffee. This flavor is like a treat, not a meal replacement. The Lemon Lift is best",1216857600,2008-07-24,2008,7,204,Neutral,Positive,0.9995,0.9995
232197,B00206RYT2,5,Close to saltines,"These are the closest to saltine crackers I have found. Like most gluten free crackers, they are a bit bland tasting, but are much like saltines in taste and texture. I have even salted them and tapped off most the salt; enough stays in the little holes that I will eat them plain. They work well with cheese, peanut butter, and soup. I like the taste better than the Glutino crackers.",1265932800,2010-02-12,2010,2,385,Positive,Negative,0.7635,-0.7635
435396,B0029JXHD2,5,Best icing made!,"This is the best icing ever. My family loves it, especially my children. It would not be a birthday without this icing on their cake. So good!",1270425600,2010-04-05,2010,4,142,Positive,Positive,0.9999,0.9999
506985,B001O5UBDG,5,Perfect for homemade iced tea,"If you make your own iced tea, this (plus a pinch of citric acid) is just the thing to get that slightly tart peach flavoring that Snapple does so well. This, and the ""old fashioned"" bitters, are my favorite flavorings for iced tea.",1333324800,2012-04-02,2012,4,232,Positive,Positive,0.9997,0.9997
92943,B004YV80OE,2,Didn't care for it,"The picture on the front is super macro. The ""broccoli florets"" are barely worth even mentioning. If you put all the shreds back together you might have one normal piece of broccoli.<br />I was hopeful about the creamy cheese instead of powder, but this pales in comparison to the regular Velveeta shells and cheese. This tastes like they added heavy cream or sugar to it.<br />The pasta, it turns out, is orzo, which generally I do not like simply because the firmness of it is never quite right.<br /><br />Since you have to buy and prep the chicken separately anyway, I honestly would have been happier had I added chicken and frozen broccoli to the cheap store brand mac n cheese. Either do that or buy the frozen cheesy chicken meals that actually have chicken and real broccoli in the package.",1312848000,2011-08-09,2011,8,799,Negative,Negative,0.9995,-0.9995
538540,B001SAVY2Y,5,Great for a Number of Things,"Braswell Red Pepper Jelly is slightly spicy, but not, I think, what most people would consider ""hot"". The heat and flavor comes from red pepper flakes. I enjoy it with eggs in the morning. Roast meats and sandwiches also pair well. I think its greatest application is as a glaze for baked ham.....Delicious!",1337644800,2012-05-22,2012,5,307,Positive,Positive,0.9992,0.9992
283945,B006567N30,3,Didn't expect the packaging,Thought I would receive this item in it's original packaging but instead it was bagged for bulk and labeled. I reviewed this product from other sellers and manufacturers and this was the best buy/price. I guess it's ok for some but I didn't like receiving it in bulk packaging. The candy is excellent.,1349481600,2012-10-06,2012,10,301,Neutral,Positive,0.9985,0.9985
518899,B0028UA2NA,4,Good Alternative to Cheerios,"Our son is gluten free. It took us a few days, but now we all like these O's. The kids eat them with milk and dry too as a snack.<br /><br />We also feed them to our baby. They are a bit harder than Cheerios so we have to soak them for a few seconds before we give them to the baby, but they work just fine.",1261008000,2009-12-17,2009,12,307,Positive,Positive,0.9991,0.9991
292381,B001F1VR8C,5,"perfect delivery and great product, a keeper!",We are on a diet and decided to try this herb coffee and I must say it is worth every drop of goodness.,1331596800,2012-03-13,2012,3,103,Positive,Positive,0.9997,0.9997
370749,B008MIGHFE,5,Perfect for me and my toddler,"When my 20 month old daughter saw me eating one of these, like with everything else, she wanted some. Now they are a must in our diaper bag. They are tasty and I feel good about giving them to her. She thinks they are cookies!",1343779200,2012-08-01,2012,8,226,Positive,Positive,0.9998,0.9998
344165,B004M8M54A,4,"Fun drink, but expensive","The taste instantly reminded me of my last cruise, sitting on the pool deck and drinking a fruity alcoholic ""drink of the day"". Basically, it tastes good and is not hard to get down or anything like that. The first time I tried it like a shooter, literally shooting the whole thing. That was a mistake, I think it is better to just sip it three to four times instead.<br /><br />As for the energy boost, I think the 1-shot a day idea isn't going to do much to boost your energy level. But if you take three or four of them a day, then yes I can see it giving you a boost. Unfortunately you also need to apply for a bank loan to be able to afford it.",1306713600,2011-05-30,2011,5,649,Positive,Positive,0.5547,0.5547
200317,B000GZU7QQ,5,Eden Garbanzo Beans,Eden has the best beans in BPA Free Cans and No salt added which is great. it was a big disappointment that the Eden Garbanzo Beans was removed from Subscribe n Save. the price from this seller is too high. I now have to our he these beans elsewhere at a lower price.Amazon put Eden Garbanzo Beans back on Subscribe n Save,1333411200,2012-04-03,2012,4,322,Positive,Negative,0.9996,-0.9996
280604,B0031R5Y82,3,Nice aroma,"Smells great, but there is little of the wonders found in the aroma actually present in the flavor of the coffee. The chocolate flavor was very, very mild. Some may like the mild flavor, but I was hoping for something a little more bold.",1329091200,2012-02-13,2012,2,237,Neutral,Positive,0.5082,0.5082
83592,B005ZBZLT4,2,Not a Great Coffee,"I picked this up at a Fresh & Easy. While I like the idea of more choices than the officially licensed K-Cups, this is just not a good coffee. It tastes bitter and bland. Not recommended. Try Millstone's Fogchaser K-Cups instead.",1347148800,2012-09-09,2012,9,229,Negative,Negative,0.9997,-0.9997
490010,B005P7YQ0I,5,i love this stuff,"I just love Knorr Hunter Schnitzel Mix. I find it very hard to find in grocery stores. The pork cutlets you make with it are also a little hard to find, but on the West Coast Trader Joe's has them. If people knew what schnitzel really is, and how easy it is to make fabulous schnitzel with this mix, I'm sure every store would carry it in their foreign foods section. It's especially good for days when you are pressed for time, or dead beat and you want to make an extra good meal, or if you have company coming. I like to serve it with a little spaetzle, though the more authentic way is with roasted potatoes and a little Rot Kohl. Now if I could only find some great ready-made spaetzle for those busy days. The instructions are in German, which is not really that hard to read, but if you need help, Google translate does a fine job. There is an American version of this mix, but I don't live in Pennsylvania, so I was delighted to be able to get it quick and fresh over the internet.",1331164800,2012-03-08,2012,3,989,Positive,Positive,0.9988,0.9988
262577,B000FPVK2W,5,Costa Rican coffee,"Having traveled to Costa Rica recently, I had this coffee. It is rich, full bodied and without any bitterness. Was very pleased to see that I could purchase it on Amazon because I finished the bags of the Cafe 1820 that I brought home with me. It is excellent! Everyone that I served it to loved it!",1290470400,2010-11-23,2010,11,299,Positive,Positive,0.9999,0.9999
100920,B002C2ROCG,5,Delish!,Excellent masala. I love using it with V8 and hot peppers to make great dal!,1264291200,2010-01-24,2010,1,76,Positive,Positive,0.9998,0.9998
220114,B001O2HA10,1,Arsenic?,"Read this article from NBC Nightly News about arsenic in organic sweeteners like brown rice syrup (one of the main ingredients in this product) and you might think twice about purchasing these cereal bars. My daughter had been eating them regularly as a snack...not anymore.<br /><br />""High levels of arsenic, a chemical linked to cancer, chronic diseases and developmental effects, have been found in foods that list organic brown rice syrup as a primary ingredient, according to a new study from Dartmouth University...""<br /><br />[...]",1329436800,2012-02-17,2012,2,540,Negative,Negative,0.9923,-0.9923
35727,B00020UGN4,3,Good but not THAT good,"After sending these chocolates as Christmas presents in the last two years, I have decided to sample them myself.<br /><br />If one includes shipping, these chocolates costs around $1.50 per piece. That is not the highest chocolate price but still a premium price.<br /><br />As others have noted, the packaging is very well done. The box itself is wrapped in a stryofoam box. The ribbons add a nice touch to the presentation.<br /><br />The taste of these chocolates, however, is merely good. As a comparison, I think the Dove chocolates one can get at a grocery store is about 80% as good at about 1/5 the price.<br /><br />I think Godiva chocolates are about as good.<br /><br />But no one gets credit and thanks for sending Godiva (non-box kind) or Dove chocolates for Christmas and they certainly don't come in a nice box with a ribbon and a Belgian chocolate brand.<br /><br />I have tasted better chocolates.<br /><br />If you want the most premium tasting chocolates possible, then these will somewhat disappoint. Nonetheless, no one will dislike these chocolates especially when given as a Christmas present.",1292889600,2010-12-21,2010,12,1117,Neutral,Positive,0.9995,0.9995
340505,B0014EUA1A,4,Good value,"Arrived in good conditon on time as promised. It is what it is, just more of it cheaper. Subscribe and save 15%.",1275782400,2010-06-06,2010,6,112,Positive,Negative,0.9328,-0.9328
81257,B0030VBSBG,3,"Taste great, but second ingredient is SUGAR!","These are very good tasting and when I gave a few to my baby he loved them! But after looking at the back and seeing that the second ingredient is sugar I decided this probably isn't the kind of thing I want my baby to get used to. I don't want him to get used to sugary snack foods at such a young age, I'm sure there will be enough of that when he's older. I wish Happy Baby would come up with a yogurt snack with no or very little sugar, I would buy it than.",1299888000,2011-03-12,2011,3,461,Neutral,Negative,0.8249,-0.8249
61319,B002I7TKJ0,1,Shame on Kellogg's,"This was a great cereal but the shameful Kellogg's has done a ""bait and switch."" This is now a high carb/high sugar cereal with the same name. I guess their bean-counters are calling the shots now, and not the nutritionists.<br /><br />About four weeks ago I sent Kellogg's an email to their customer office requesting that they contact me regarding this cereal and I am still waiting for a response.<br /><br />Will Kellogg is rolling over in his grave.",1350172800,2012-10-14,2012,10,454,Negative,Negative,0.9993,-0.9993
299968,B0002ASCO4,1,Waste of Money!,"If I could give this product 0 stars, I would. The description sounds great but what they forgot to mention is that when the urine clumps up it doesn't go through the spaces. This cat litter box causes triple the mess to clean up. Buyer beware. Don't waste your money!",1239062400,2009-04-07,2009,4,268,Negative,Negative,0.9974,-0.9974
438157,B00015UC4S,5,Awesome!,"Bought this back in Nov 2010 along with the instant Clearjel. Love it in everything I've used it in. Can't wait to use the instant when I can this year, expecting good things.<br /><br />Only con is the high cost of shipping. So this is what I think. They offer the product at a seductive price then make up the loss with s/h fees.",1303689600,2011-04-25,2011,4,331,Positive,Negative,0.9565,-0.9565
460223,B005BRHVD6,5,GU keeps you gong,I used GU Gel for my last marathon. Eat one about every 4 miles and I strongly believe that it helped keep me on pace and enabled me to recover much more quickly than in previous marathons that I have run.,1260144000,2009-12-07,2009,12,205,Positive,Positive,0.9994,0.9994
322670,B0012XH7VO,4,MY favorite ginger candy.,"i love eating candied ginger but it gives me a sore throat. So i found these and tried them out. They do taste like ginger but don't bother my throat at all. They are more sweet than savory. My only concern is that the candies in the bag i got were a tad gummy. As if they were exposed to humidity. I like my candies to be rock hard. So that is the reason for the 4 stars, when it comes to food i'm big about texture.",1347062400,2012-09-08,2012,9,417,Positive,Positive,0.8086,0.8086
74165,B004JRKEH4,4,"Spicy, but not hot","I liked this one and I was relieved to see there is no MSG included in the ingredients list, unless they're hiding it under an unfamiliar name. It's spicy but not hot spicy, creamy and tastes good. I used it as a dip for chicken strips and think it would make a good dressing for taco salad and in burritos.",1319846400,2011-10-29,2011,10,307,Positive,Negative,0.99,-0.99
540628,B001D0GV90,5,"TIMOTHY'S MIDNIGHT MAGIC, EXTRA BOLD K-CUPS","I've been using this coffee, (Timothy's K-cups Midnight Magic, extra bold.) for about a year. This is, in my humble opinion, the best coffee of all K-cups. When we make it we use the small cup, but make a double small cup by lifting the lid a bit then closing it for the Keurig to recycle which makes one extra large cup, so be sure to use an extra large cup or it ""shall runnith over"". The coffee comes out excellent like this and is still a bit bold. We also use ""International Delight"" coffee creamer as it is non dairy (Great for us geezers with a lactose intolerent problem.) and we only use a much smaller amount to achieve the same lightness as milk, unless we use the fat free variey, in which case we have to use much more which waters down the coffee. For the litle bit that we use we can afford that tiny bit more fat in the creamer. This combination makes for a rich and bold cup of coffee. We order 3 double packs for a total of 144 K-cups each month.",1263081600,2010-01-10,2010,1,964,Positive,Positive,0.9993,0.9993
7693,B001E5DZTS,5,Fantastic Baby Formula,"My little girl (6 months) can't stomach any formula. Even Nutramigen, at $35 per can made her colicky and sick (accompanied with the worst smelling spit up). The expensive formulas smelled bad, and tasted worse, I hated giving them to her. Goats milk was recommended to me. Her doctor's only objection was that it was low in Folic Acid and tended to dehydrate babies. Well, Meyenberg Powdered Milk is fortified with Folic Acid, so dilute it with a little extra water and you're in business! I now have the happiest infant you've ever seen. Enfamil can take that nasty chemical soup they call formula and shove it, I'll never go back.<br /><br />You can get the formula Recipe at:<br />[...]<br /><br />There have been concerns about arsenic in rice syrup lately, so I have been using Lyle's Golden Syrup, and she likes it fine (Also it's the best pancake syrup you'll ever have). I am going to try barley malt syrup next, it is chemically more similar to rice syrup.",1331078400,2012-03-07,2012,3,966,Positive,Negative,0.999,-0.999
532595,B000L44CYA,5,Great white tea from China,"This is truly a premium product, carefully packaged to maintain freshness. I am new to the world of white tea which has more anti-oxidants than green or black, and a really unique flavour that is wonderful with Garibaldi biscuits in the afternoon. The product is pricey but worth it.",1344902400,2012-08-14,2012,8,283,Positive,Positive,0.9998,0.9998
223978,B004H6MV28,5,Chai Latte Cheapest in Town!,"I searched everywhere. Even discount stores. And buying in bulk (I purchased 3, which got me free shipping) meant that I paid even less than the sales prices with coupons at TJ Maxx or some other similar discount store for exactly the same brand. They taste great. I will definitely order again. They came on time when promised. You cannot do better that that anywhere, ever!",1344816000,2012-08-13,2012,8,375,Positive,Positive,0.991,0.991
290514,B005PCKOKY,1,truly a rip-off,There were something like 6 marshmallows in the packet along with some bitter cocoa. The product was nothing like the product statement on the outside of the box. Too expensive! Will not purchase again!!,1338595200,2012-06-02,2012,6,203,Negative,Negative,0.9986,-0.9986
222687,B0017SUVVM,4,"Crunchy, Subtle Cheese Flavor","Glenny's white cheddar soy crisps have a nice crunch with a hint of cheese. They are a good choice for those looking for a low-fat snack. Because they contain rice they are not a very low-carb choice, altho an improvement over other snacks. Watch the portion size, as they are smaller than one might think.",1226188800,2008-11-09,2008,11,306,Positive,Positive,0.9957,0.9957
236662,B008YA1NWC,5,yummy coconut flavor!,"This Island Coconut coffee is awesome! A friend shared it with me a few months ago, and since then I have ordered it by the 50 ct box more than once! I keep it at home and at work. Love the flavor and the aroma! Hope this flavor sticks around for a while!",1348272000,2012-09-22,2012,9,255,Positive,Positive,0.9998,0.9998
26367,B005HGOIQ4,5,I enjoy Madhava coconut sugar from Amazon,"If I use sugar in anything, this is what I use. I love the taste. I was prediabetic, this is one of the lifestyle changes I made. I don't even keep white sugar in my house.Good product, fair price, always dependable & great delivery service with Amazon.",1348185600,2012-09-21,2012,9,253,Positive,Positive,0.9994,0.9994
422563,B003LPMC3O,5,Taste Great,"Switch Bev taste great, my fav was the grape but they all have a great taste. Most important my kids love them!",1291248000,2010-12-02,2010,12,111,Positive,Positive,0.9998,0.9998
281796,B000N5XCQG,5,No more Caesar's!,"Merricks is the best, not by products! No bones, wings, legs - food is so good even I WANT TO EAT IT!!!!!<br /><br />I love amazon, they have almost everything. Tracking number included too. Expires 2010, my dogs will be wayyyy finished with the food by then. thanks amazon!<br /><br />My dogs still love Grammy's potpie the best =)",1178755200,2007-05-10,2007,5,332,Positive,Positive,0.9997,0.9997
41182,B000SATUWG,5,Licorice lovers will like this,"My father has spent his life loving really good licorice. This was an xmas present from me, and he is hooked. If you like REALLY GOOD licorice, you will like this. Worth every penny!",1263168000,2010-01-11,2010,1,182,Positive,Positive,0.9999,0.9999
507048,B005585CUK,5,Delish but better price locally,"This product tastes like the real thing, I don't feel deprived at all. I keep a bowl in the frig & my 18 year old keeps snacking on them. They taste a lot like a twix bar. However, the prices on the net leave alot to be desired. I just bought these at Walgrens for $2.69 a box, so of course I stocked up. The calories run from 110-120 depending on the product but they are a good alternative to a 300 calorie candy bar.",1344816000,2012-08-13,2012,8,419,Positive,Positive,0.9549,0.9549
221270,B000HTNGJQ,5,Women's Bean Project Brownie Mix,"I have been purchasing products from the Women's Bean Project since 1998. Every item has been fresh, easy to prepare and absolutely delicious!",1170288000,2007-02-01,2007,2,142,Positive,Positive,0.9999,0.9999
263739,B000GAZ0QI,5,Excellent for my specific needs,"Highly recommended.<br />Very good taste for a healthy snack; I had low expectations. My biggest fear is not the total number of calories, but mostly the carbs. The dark chocolate chunks tasted good, but again, I am not eating this for taste.<br />Just to confirm how effective a low sugar diet (a la Primal, thanks to Mark Sisson) can be; I was travelling and I eat these bars as a meal replacement every single day, and at the end I lost a few pounds. You can quickly deduct from the other reviews that the majority liked these bars and a small minority wasn't impressed; I suggest you try 1 or 2 before making the plunge. I need to try <a href=""http://www.amazon.com/gp/product/B000GOT50Q"">Doctor's CarbRite Diet Sugar Free Bar, Dark Chocolate, 3-Ounce Bars (Pack of 12)</a>.",1284768000,2010-09-18,2010,9,778,Positive,Negative,0.9445,-0.9445
185120,B000JJHSPW,5,great for weight watchers,"I like them a lot and they are low in calories and fat and high in fiber for a good sized cracker. They are dry, thin and crisp.",1204156800,2008-02-28,2008,2,128,Positive,Positive,0.9716,0.9716
316148,B004T05T3K,4,So good!,These are so yummy!!! It's a much healthier alternative to regular chocolate milk. I love the little terta packs that they come for easy travel we will keep buying these.,1307404800,2011-06-07,2011,6,170,Positive,Positive,0.9996,0.9996
475828,B001EQ57JS,5,delicious,i like mixing these with the soaked and dehydrated sunflower seeds and pumpkin seeds we prepare ourselves. it adds the perfect amount of salt and extra flavor.,1299024000,2011-03-02,2011,3,159,Positive,Positive,0.9998,0.9998
375806,B003CJN1CA,4,"lovely flavor, too finely ground","I love Douwe Egberts coffee - it has a great flavor. The grind of this Decaff product is too fine for my machine, and it often overflows into the carafe causing me to have to filter the coffee. Again - the flavor is great, but the extra work caused me to cancel my subscription.",1298246400,2011-02-21,2011,2,278,Positive,Negative,0.9826,-0.9826
522490,B004RVE0FE,5,Love It!,We use this sauce with chicken and bell peppers and onion all the time. It is delicious! Don't know why other reviewer thought it was inedible. It is very aromatic and the aroma of orange and ginger is wonderful. It is impossible to find this in our grocery store so buy it from Amazon.,1339632000,2012-06-14,2012,6,286,Positive,Positive,0.9997,0.9997
522720,B003PBTQMO,5,Indian Summer Tart Cherry,"Exactly what does this product do? How does it help your body?<br />Along with the aloe vera this product has helped my wife and i tremendously.<br />My joints, cancer fighting agent, a great antioxidant. Helped me to get back up and running again. Thanks for a great product!<br /> <a href=""http://www.amazon.com/gp/product/B003PBTQMO"">Indian Summer Tart Cherry Juice - 46 oz. 8 pk.</a>",1307923200,2011-06-13,2011,6,387,Positive,Positive,0.9987,0.9987
77917,B000EMOBVI,5,Delicious!,Tastes Great! whole family enjoys this and preparation is very easy! Hard to find in supermarkets,1198800000,2007-12-28,2007,12,97,Positive,Positive,0.9996,0.9996
454341,B0000VJ55U,5,saved my cat and me,"The glucotest really works. I wanted an alternative to sticking my diabetic cat's ears to test his glucose levels. He was getting inconsistent readings at the vet because he was too stressed out there. (I took him off all grain, fed him canned meat catfood, then switched to the raw (frozen) meat diet). To successfully use the purina glucotest confetti, make sure you mix it thoroughly into your cat's litter so it is all submerged. Any pieces floating on top I found did not give an accurate reading.The pieces that were submerged showed consistent readings and were verified by a recent blood test done at the vets when he was calm and not stressed. I checked the pieces by scooping up the clump of pee from litterbox and placing it on a piece of newspaper. That gave me room to pick out submerged confetti pieces with a pair of tweezers. That sounds wierd, but I am so pleased to be able to help my cat get healthy. He is stable now and getting better.",1347148800,2012-09-09,2012,9,956,Positive,Negative,0.9982,-0.9982
229545,B00374Q9YC,1,"MSG-Riddled Poison from Japan, no less.","If I had a dime for every Buddhist who tried to poison me with MSG, I'd be a gazillionaire three hundred times over. Shame on the Chinese and shame on Japan. What wretched people they are.",1345075200,2012-08-16,2012,8,188,Negative,Negative,0.9994,-0.9994
74581,B001COE1AI,5,Healthy and Delicious,"I bought these almonds because Amazon had a good sale going on. I really liked them. I usually buy a couple of pounds of unroasted unsalted almonds a week at the local grocery store sold by a well known national brand. These Back to Nature almonds were far superior. They were fresher. I also like the pack that could be resealed. They came in 3 convenient packs so that you don't have to have a huge bag open while you try to finish it.<br /><br />If you use almonds, you will enjoy these.",1238889600,2009-04-05,2009,4,490,Positive,Positive,0.9988,0.9988
125150,B000FH64VM,5,Great on Large Orders (for cheaper shipping),"These Peanut Butter chips are fantastic. We use them in all sorts of cookies and candy making too. To melt them (which not using as chips), use a double boiler and they melt like magic.<br /><br />These babies go great with the carob (chocolate alternative) chips:<br />http://www.amazon.com/gp/product/B0001CXUE0?tag=a52-20&ie=UTF8<br /><br />As well as the yogurt coating (both sold by Barry Farm):<br />http://www.amazon.com/gp/product/B0001AVTE0?tag=a52-20&ie=UTF8<br /><br />Do note: the more you order from Barry Farm, the better the shipping (compared to all items), but larger orders can take a little longer to ship. Don't fret though, you'll get it!",1263513600,2010-01-15,2010,1,659,Positive,Positive,0.9976,0.9976
526017,B005TY1XUI,1,Organic is a Dud,I have been cooking perfect Arrowhead Mills multi grain pancakes for many years but the new Organic multigrain does not work. It is totally inedible no matter what technique I try. It will not not cook in the middle...totally frustrating. I will have to go back to the regular multigrain mix which is excellent and makes no-fail pancakes.,1331424000,2012-03-11,2012,3,338,Negative,Negative,0.8266,-0.8266
550216,B002Z613JO,5,Great coffee,"I'm very picky about how my coffee tastes and when trying new coffee I always try it black to see how good the coffee itself is. This stuff is really good all by itself, its not too bitter and it is full of flavor. I would rather have this than Starbucks or McDonald's coffee",1309910400,2011-07-06,2011,7,275,Positive,Positive,0.9998,0.9998
188234,B0027Z8VES,2,Strong Burnt Flavor,"I normally purchase my coffee beans from boutique roasters and have rarely been disappointed. I should have tried a smaller bag of ""Kicking Horse Coffee Kick Ass Dark"" because it's not a brew that I like. I've tried brewing it weak and it still has a burnt, stale flavor that lingers far too long. Mixing it 1/3rd to 2/3rd other beans to use it up. Also be aware that these oily beans have a very strong smell. I had to move the grinder out to the garage because the house smelled like burnt coffee.<br /><br />Pros: It's a good price for the amount of coffee beans you get.",1323216000,2011-12-07,2011,12,574,Negative,Negative,0.9993,-0.9993
169454,B000LQMXEO,5,filo,loved it but it arrived thawed but still good. I have difficulty finding it in this part of Texas so it was a real convenience.,1342137600,2012-07-13,2012,7,127,Positive,Positive,0.9913,0.9913
381433,B004JZZE9Y,4,Great for a candy bar replacement,These are delicious. Instead of a candy bar I grab one of these... I also like to keep these in the glovebox for a quick pick me up while I am out and about.,1332806400,2012-03-27,2012,3,157,Positive,Positive,0.9997,0.9997
242780,B000H228UQ,5,Ritter Alpine Milk Chocolate Bars,Both my daughter and grandson love this wonderful treat. My grandson also likes the milk chocolate with almonds as well. It is an excellent quality chocolate and much appreciated by all. We order this from Amazon all of the time and have never been disappointed by the packaging or the swift delivery. Thank you very much!!,1342224000,2012-07-14,2012,7,323,Positive,Positive,0.9999,0.9999
479594,B000EVIDK4,4,GOOD PRODUCT,"This is good gravy, and since all my kids are vegetarians, they will eat it! In addition, ordering this product from Amazon is MUCH CHEAPER than buying it in a store..........<br /><br />Not as good as REAL gravy, but close!",1326499200,2012-01-14,2012,1,224,Positive,Positive,0.9946,0.9946
469732,B001D0KG1O,3,Timothy's Irish Creme K-Cups,"First off, I Love Timothy's Coffees. Especially the Kona Blend & the Colombian. I drink my coffees black so the Irish Creme is a little too weak for me. I like to brew my coffees on the largest size setting for cost effectiveness. When it's brewed on the middle size setting it's fine. It does have a nice flavor, just not a favorite.",1306627200,2011-05-29,2011,5,334,Neutral,Positive,0.9966,0.9966
233667,B003VZCYHI,5,I Can't Stop Eating These!... Right Out Of The Box!!!,"Having gotten tired of the standard late-night snacks, (popcorn, chips, cookies, etc.) and wanting to watch the amount of fat & calories I take in late at night, I've discovered that cereals can be a very satisfying thing to munch on while sitting in front of the TV. (Also, due to a dairy allergy, I don't eat the traditional milk & cereal for breakfast anymore.) Every time there's a new cereal out that sounds yummy right out of the box, I have to give it a try and see how it holds up as a snack food. I've tried the whole new line of Chex cereals, and I gotta say this one is THE winner! (The Apple Cinnamon one is *way* too sweet- And, that's saying something for someone with a bottomless sweet-tooth. The Chocolate one is my back-up, although not terrific.) The Honey Nut Chex is definitely sweet but more subtle than many cereals. The classic crispy Chex texture is still there, making it a light-sweet-nutty-crunchy-yummy-in-your-mouth-sensation. Hmmm... Now I just have to watch getting that carb-buzz right before I go to bed. =P (I ate about a quarter of a box while typing this. I'm tellin' ya... They're like Lay's potato chips... ""You can't eat just one!"")",1350604800,2012-10-19,2012,10,1172,Positive,Positive,0.9643,0.9643
42299,B000V1D19A,5,Delicious...Yummy,"First let me say, I don't think I've eaten authentic Indian chicken curry so I can not rate the comparability of the two;however, I can rate base on my liking and it was delicious. I've eaten Indian cuisine before as one reviewer suggested I like it spicy. Therefore, I added .5 (half) tablespoon of chili pepper to the mixture and it gave it the kick I expect from Indian food. I only bought one packet of this and now wish I bought more. Also, the packet says use boneless meat but on the front is a picture of drumstick floating in the sauce so next time, I will use other cuts of chicken.",1314316800,2011-08-26,2011,8,592,Positive,Positive,0.9808,0.9808
5378,B000H27K86,5,Luzianne is awesome!,I love this product and can't get it locally anymore. It was a fair price and the item was in stock and came quickly. I would buy from them again.,1313452800,2011-08-16,2011,8,146,Positive,Positive,0.9964,0.9964
244693,B003MP15TU,5,White Chocolate and Mixed Nuts - Delicious!,"I eat a protein bar daily, and look for ones that are high protein, low carb, and actually taste good. This bar only had 10 grams of protein, which is half of what the Think Thin Proteins bars have, but this bar is delicious! I love the nuts and having a sweet, crunchy treat. This is definitely one of my favorite bars. It arrived during a heat wave (but the price during their June deal was so good, I risked it), and it does crumble easily from having melted and then cooled. But other than that, this bar is a win!",1307750400,2011-06-11,2011,6,518,Positive,Positive,0.9992,0.9992
545267,B0000UJAUG,5,good on order,shipment of fish got defrosted in transit and with one phone call got corrected with frozen fish in two days--fantastic,1311379200,2011-07-23,2011,7,119,Positive,Negative,0.9801,-0.9801
292899,B001E5DXH2,5,Delicious!,"I usually buy this from the coffee shop at work. What a money saver to make my own. I just mix it like hot chocolate and it tastes as good as the stuff with the steamed milk. It was extremely fresh, too. I have made this a subscription so I can drink it every morning. Love the low caffeine, too! The other chai I get some mornings has caffeine which sometimes upset my stomach.",1311897600,2011-07-29,2011,7,378,Positive,Positive,0.9975,0.9975
